Word,Definition,Pronunciation,Grammar,Example
summer,"n. 夏季；全盛时期
adj. 夏季的
vi. 避暑；过夏天",/ˈsʌmər/,"summer vacation, summer camp, summer heat, summer holiday",We often go swimming in the summer. 我们夏天经常去游泳。
sun,"n. 太阳
vt. 使晒
vi. 晒太阳",/sʌn/,"under the sun, sun rises, sun sets, sun shines",The sun rises in the east every morning. 太阳每天早晨从东方升起。
sunbathe,"n. 日光浴；太阳灯浴
vi. 沐日光浴",/ˈsʌnbeɪð/,"go sunbathing, sunbathe on the beach, sunbathe safely, enjoy sunbathing",They like to sunbathe on the beach during holidays. 他们喜欢在假期里在海滩上沐日光浴。
sunlight,n. 日光,/ˈsʌnlaɪt/,"bright sunlight, direct sunlight, sunlight exposure, sunlight energy",Plants need sunlight to grow. 植物需要阳光才能生长。
sunrise,n. 日出；黎明,/ˈsʌnraɪz/,"watch sunrise, sunrise time, beautiful sunrise, early sunrise",We woke up early to watch the sunrise. 我们早起看日出。
sunset,n. 日落，傍晚,/ˈsʌnset/,"sunset view, sunset time, watch sunset, golden sunset",The sunset over the ocean was breathtaking. 海上的日落令人叹为观止。
super,"n. 特级品，特大号；临时雇员
adj. 特级的；极好的",/ˈsuːpər/,"super market, super size, super star, super power",The super market is open 24 hours a day. 这家超市24小时营业。
superb,adj. 极好的；华丽的；宏伟的,/suːˈpɜːrb/,"superb quality, superb performance, superb view, superb skills",The actor gave a superb performance in the play. 这位演员在剧中表现极佳。
superior,"n. 上级，长官；优胜者，高手；长者
adj. 上级的；优秀的，出众的；高傲的",/suːˈpɪriər/,"superior to, superior quality, superior officer, superior ability",This product is superior to that one in quality. 这个产品在质量上优于那个。
supermarket,n. 超级市场；自助售货商店,/ˈsuːpərmɑːrkɪt/,"go to the supermarket, supermarket chain, supermarket shopping, supermarket trolley",We need to go to the supermarket to buy some groceries. 我们需要去超市买些杂货。
supervise,"vt. 监督，管理；指导
vi. 监督，管理；指导",/ˈsuːpərvaɪz/,"supervise the work, supervise students, supervise construction, supervise closely",The teacher will supervise the exam to ensure fairness. 老师将监督考试以确保公平。
supper,n. 晚餐，晚饭；夜宵,/ˈsʌpər/,"have supper, supper time, light supper, family supper",We usually have supper at 7 o'clock in the evening. 我们通常在晚上7点吃晚餐。
supply,"n. 供给，补给；供应品
vt. 供给，提供；补充
vi. 供给；替代",/səˈplaɪ/,"supply and demand, supply chain, supply water, supply shortage",The company will supply the materials for the project. 公司将提供项目所需的材料。
support,"n. 支持，维持；支援，供养；支持者，支撑物
vt. 支持，支撑，支援；扶持，帮助；赡养，供养",/səˈpɔːrt/,"support each other, support system, financial support, support a family",Parents should support their children's dreams. 父母应该支持孩子的梦想。
suppose,"conj. 假使…结果会怎样
vt. 假设；认为；让（虚拟语气）；推想
vi. 猜想；料想",/səˈpoʊz/,"suppose that, be supposed to, I suppose, suppose for a moment","Suppose it rains tomorrow, what will we do? 假设明天下雨，我们该怎么办？"
sure,"adj. 确信的；可靠的；必定的
adv. 当然；的确",/ʃʊr/,"be sure of, make sure, sure enough, for sure",I am sure that he will come to the party. 我确信他会来参加派对。
surely,adv. 当然；无疑；坚定地；稳当地,/ˈʃʊrli/,"surely not, surely enough, surely you know, slowly but surely",Surely you can finish the homework by yourself. 你当然可以自己完成作业。
surf,"vi. 作冲浪运动
vt. 在…冲浪
n. 海浪，拍岸浪",/sɜːrf/,"surf the internet, surf the waves, go surfing, surf culture",Many young people like to surf the internet in their free time. 许多年轻人喜欢在空闲时间上网。
surface,"n. 表面；表层；外观
adj. 表面的，肤浅的
vt. 使浮出水面；使成平面
vi. 浮出水面",/ˈsɜːrfɪs/,"on the surface, surface area, surface tension, surface level",The surface of the lake is very calm today. 今天湖面非常平静。
surgeon,n. 外科医生,/ˈsɜːrdʒən/,"brain surgeon, heart surgeon, plastic surgeon, surgeon general",The surgeon performed a successful operation on the patient. 外科医生为病人成功进行了手术。
surgery,n. 外科；外科手术；手术室；诊疗室,/ˈsɜːrdʒəri/,"undergo surgery, surgery room, cosmetic surgery, emergency surgery",He needs to have surgery to remove the tumor. 他需要做手术切除肿瘤。
surname,"n. 姓，姓氏；绰号，别名
vt. 给…起别名；给…姓氏",/ˈsɜːrneɪm/,"family surname, surname and given name, change surname, common surname","In China, the surname usually comes before the given name. 在中国，姓氏通常放在名字前面。"
surprise,"n. 惊奇，诧异；突然袭击
adj. 令人惊讶的
vt. 使惊奇；奇袭",/sərˈpraɪz/,"surprise attack, surprise party, to one's surprise, surprise gift",The news came as a big surprise to everyone. 这个消息让每个人都大吃一惊。
surround,"n. 围绕物
vt. 围绕；包围
adj. 环绕立体声的",/səˈraʊnd/,"surround with, surround by, surround sound, be surrounded",The garden is surrounded by a high fence. 花园被高高的栅栏包围着。
surrounding,"n. 环境，周围的事物
adj. 周围的，附近的",/səˈraʊndɪŋ/,"surrounding area, surrounding environment, surrounding scenery, surrounding villages",The surrounding environment of the school is very quiet. 学校周围的环境非常安静。
survive,"vi. 幸存；活下来
vt. 幸存；生还；幸免于；比...活得长",/sərˈvaɪv/,"survive from, survive the accident, survive on, struggle to survive",Only a few people survived the earthquake. 只有少数人在地震中幸存下来。
suspect,"n. 嫌疑犯
adj. 可疑的；不可信的
vi. 怀疑；猜想
vt. 怀疑；猜想",/səˈspekt/,"suspect sb. of sth., suspect that..., a prime suspect, be suspected of",The police suspect him of stealing the car. 警方怀疑他偷了车。
suspend,"vt. 延缓，推迟；使暂停；使悬浮
vi. 悬浮；禁赛",/səˈspend/,"suspend a decision, suspend from school, suspend payment, be suspended in mid-air",The company decided to suspend the project due to lack of funds. 公司因资金不足决定暂停这个项目。
swallow,"n. 燕子；一次吞咽的量
vt. 忍受；吞没
vi. 吞下；咽下",/ˈswɒləʊ/,"swallow one's pride, swallow hard, swallow up, a bitter pill to swallow",He had to swallow his anger and apologize. 他不得不忍住怒火道歉。
swear,"n. 宣誓；诅咒
vt. 发誓；咒骂
vi. 发誓，宣誓；诅咒",/sweə(r)/,"swear to do sth., swear by, swear off, swear an oath",She swore to tell the truth in court. 她在法庭上发誓要说实话。
sweat,"n. 汗；水珠；焦急；苦差使
vt. 使出汗；流出；使干苦活；剥削；藉出汗减轻；焦急地期待
vi. 出汗；辛苦工作；懊恼；结水珠",/swet/,"sweat it out, break out in a sweat, sweat over, no sweat","After running for an hour, he was covered in sweat. 跑了一小时后，他浑身是汗。"
sweater,n. 毛线衣，运动衫；大量出汗的人，发汗剂,/ˈswetə(r)/,"put on a sweater, a woolen sweater, sweater weather, knit a sweater",She wore a red sweater to keep warm in winter. 她穿了一件红色毛衣在冬天保暖。
sweep,"n. 打扫，扫除；范围；全胜
vt. 扫除；猛拉；掸去
vi. 扫，打扫；席卷；扫视；袭击",/swiːp/,"sweep the floor, sweep away, sweep through, make a clean sweep",She used a broom to sweep the leaves off the path. 她用扫帚把路上的叶子扫走。
sweet,"n. 糖果；乐趣；芳香；宝贝
adj. 甜的；悦耳的；芳香的；亲切的
（俚）酷毙了",/swiːt/,"sweet tooth, sweet dreams, sweet talk, have a sweet time",The cake tastes very sweet and delicious. 这个蛋糕尝起来很甜很好吃。
swift,"n. 褐雨燕
adj. 快的；迅速的；敏捷的；立刻的
adv. 迅速地
n. 苹果公司开创的新款编程语言，应用于iOS 8及以上的应用程序",/swɪft/,"swift action, swift response, as swift as an arrow, swift current",The swift runner won the race easily. 那个跑得快的选手轻松赢得了比赛。
swim,"n. 游泳；漂浮；眩晕
adj. 游泳时穿戴的
vi. 游泳；漂浮；浸；眩晕
vt. 游过；使浮起",/swɪm/,"go for a swim, swim across, swim with the tide, sink or swim",Children love to swim in the pool during summer. 孩子们喜欢在夏天去游泳池游泳。
swing,"n. 摇摆；摆动；秋千；音律；涨落
adj. 旋转的；悬挂的；强节奏爵士音乐的
vt. 使旋转；挥舞；悬挂
vi. 摇摆；转向；悬挂；大摇大摆地行走",/swɪŋ/,"swing into action, swing a deal, in full swing, swing by",The children are playing on the swing in the park. 孩子们正在公园里荡秋千。
switch,"n. 开关；转换；鞭子
vi. 转换；抽打；换防
vt. 转换；用鞭子等抽打",/swɪtʃ/,"switch on/off, switch to, switch over, make a switch",Please switch off the light when you leave the room. 离开房间时请关灯。
symbol,n. 象征；符号；标志,/ˈsɪmbl/,"a symbol of, mathematical symbol, peace symbol, status symbol",The dove is often used as a symbol of peace. 鸽子常被用作和平的象征。
symbolize,"vt. 象征；用符号表现
vi. 采用象征；使用符号；作为…的象征",/ˈsɪmbəlaɪz/,"symbolize peace, symbolize hope, be symbolized by, use to symbolize",The red rose symbolizes love and passion. 红玫瑰象征着爱与激情。
sympathy,n. 同情；慰问；赞同,/ˈsɪmpəθi/,"express sympathy, have sympathy for, in sympathy with, out of sympathy",She expressed her sympathy for the victims of the earthquake. 她对地震受害者表示了同情。
symphony,n. 交响乐；谐声，和声,/ˈsɪmfəni/,"symphony orchestra, Beethoven's symphony, a symphony of colors, compose a symphony",We listened to a beautiful symphony at the concert last night. 昨晚我们在音乐会上听了一首优美的交响乐。
symptom,n.  症状；征兆,/ˈsɪmptəm/,"symptom of, early symptom, common symptom, show symptoms",A fever is often a symptom of an infection. 发烧通常是感染的症状。
synthetic,"n. 合成物
adj. 综合的；合成的，人造的",/sɪnˈθetɪk/,"synthetic material, synthetic fiber, synthetic rubber, synthetic chemistry","This jacket is made of synthetic fabric, not natural wool. 这件夹克是用合成纤维做的，不是天然羊毛。"
system,n. 制度，体制；系统；方法,/ˈsɪstəm/,"operating system, solar system, immune system, work within the system",The new computer system has improved efficiency in the office. 新的计算机系统提高了办公室的效率。
table,"n. 桌子；表格；平地层
vt. 制表；搁置；嵌合
adj. 桌子的",/ˈteɪbl/,"lay the table, table tennis, under the table, turn the tables",Please set the table for dinner before the guests arrive. 请在客人到来前摆好餐桌准备晚餐。
tablet,"n. 碑；药片；写字板；小块；平板电脑
vt. 用碑牌纪念；将(备忘录等)写在板上；将…制成小片或小块",/ˈtæblət/,"tablet computer, take a tablet, stone tablet, writing tablet",She takes a vitamin tablet every morning to stay healthy. 她每天早上服用一片维生素片来保持健康。
tag,"n. 标签；名称；结束语；附属物
vt. 尾随，紧随；连接；起浑名；添饰
vi. 紧随",/tæɡ/,"price tag, name tag, tag along, tag question",The price tag on the dress was too high for her budget. 这件连衣裙的价格标签超出了她的预算。
tail,"n. 尾巴；踪迹；辫子；燕尾服
adj. 从后面而来的；尾部的
vt. 尾随；装上尾巴
vi. 跟踪；变少或缩小",/teɪl/,"tail off, tail end, turn tail, with one's tail between one's legs",The dog wagged its tail happily when its owner returned home. 当主人回家时，狗高兴地摇着尾巴。
